fd_score
2284.271
1649.3004
1653.2775
1237.4191
1187.3971
1274.7014
1471.1296
980.1061
694.42377
750.4597
872.2074
695.6145
619.5237
633.5575
569.02606
516.07184
534.57635
620.44305
479.3633
461.92603
478.1118
520.8934
369.2297
327.21548
297.9591
249.03532
220.44987
245.61162
375.57108
814.117
867.9491
811.19
669.39154
469.1821
375.84583
296.7385
287.312
