fd_score
4865.171
4476.7246
3967.36
3130.3003
2346.955
1789.876
1639.0507
1460.7678
1354.188
1156.2158
1165.514
1242.3445
1144.0269
1086.4523
1112.071
1133.7362
1237.3153
1464.9047
1474.1375
1149.4631
984.51154
889.69666
844.34265
761.51697
679.476
680.65955
651.1096
625.1977
507.9129
509.336
493.42456
509.8494
452.50406
455.33795
559.2419
634.54407
618.1171
684.5441
705.99524
802.5758
631.76135
702.73926
687.57666
