fd_score
331.13693
36.500977
25.124296
25.869068
25.037773
17.532728
16.555872
13.927443
17.387787
11.332947
12.742837
11.646363
10.026815
10.96837
11.288386
17.513197
6.041953
5.4654636
6.080098
5.085126
5.5043674
5.592612
5.359952
5.963768
5.400554
9.868783
7.327973
4.8926353
5.4117393
6.3072467
5.368928
6.65783
6.1393743
5.2549872
6.1123753
8.037961
6.233714
6.546589
