fd_score
52679.633
43319.39
31667.414
20192.37
12355.238
7515.525
4623.597
3093.6504
2299.8613
1913.5818
1914.2867
1762.1362
1790.3148
1807.01
1929.6501
1978.0206
1840.8561
1860.58
1721.4172
1599.9227
1534.7334
1491.8164
1615.594
1583.7789
1611.3586
1469.7233
1488.0585
1680.3833
1526.9857
1512.321
1527.0363
1507.1893
1502.2292
1435.802
1420.1884
1468.1881
1447.1321
1431.178
1412.5593
1406.1954
1392.8556
1409.5864
1411.5564
1409.189
1421.3572
1393.1266
1382.6787
1422.1041
1393.7622
1358.7037
1406.5017
1407.8174
1392.1232
1399.054
1362.1409
1386.285
1384.7537
1424.5609
1410.0803
1388.6053
