d_loss,gradient_norm
0.8310643136501312,0.71320224
0.5890650749206543,0.50379354
0.4731206614524126,0.11976225
0.47366159968078136,0.18445611
0.4745507203042507,0.18562867
0.4781973585486412,0.24585348
0.48772384226322174,0.28139433
0.4896199181675911,0.19321886
0.42946841567754745,0.23616305
0.4236678723245859,0.1839235
0.4412420690059662,0.38071436
0.37149492371827364,0.27815607
0.3639112003147602,0.30924922
0.40074319019913673,0.29603422
0.3903660550713539,0.31957304
0.4138291124254465,0.22829445
0.4174512717872858,0.19985114
0.4116162359714508,0.32064244
0.43134453892707825,0.3917992
0.4398602396249771,0.3929158
0.4117853492498398,0.4147647
0.4173681177198887,0.33633745
0.4355868883430958,0.29689062
0.2890058048069477,0.36033687
0.37704037129879,0.49595502
0.3263997957110405,0.39463523
0.47290363907814026,0.45532444
0.34818268939852715,0.34002537
0.41670700162649155,0.574775
0.3736950382590294,0.33612484
0.41774412989616394,0.48793864
0.4923371821641922,0.44176105
0.34184756875038147,0.22764212
0.340625774115324,0.39674124
0.3803432248532772,0.371833
0.2811476066708565,0.38741723
0.3251906707882881,0.37935397
0.4027031511068344,0.5758614
0.31006984412670135,0.5030019
0.48182404041290283,0.6052629
0.4224609285593033,0.540108
0.3653826266527176,0.53301346
0.29288922250270844,0.47517622
0.30081894993782043,0.37416443
0.3335588425397873,0.46858585
0.29317961633205414,0.32895923
0.27461473643779755,0.45570526
0.35685213655233383,0.44534683
0.3753330260515213,0.5960218
0.46368855237960815,0.64516276
0.3543805405497551,0.53452784
0.40406034886837006,0.5818912
0.4026343896985054,0.62967205
0.30514541268348694,0.5373596
0.3545933663845062,0.44378924
0.3135189116001129,0.52748835
0.39856237173080444,0.6286892
0.33565396070480347,0.55542445
0.170622356235981,0.30577764
0.29679374396800995,0.5220815
0.291603721678257,0.4203872
0.3031925857067108,0.516561
0.33453403413295746,0.584049
0.37321388721466064,0.62276566
0.2646607309579849,0.46232638
0.32119154930114746,0.5732117
0.3256378024816513,0.65789723
0.3452780172228813,0.537181
0.3035760894417763,0.44173658
0.2859722375869751,0.51440525
0.28775759786367416,0.5424497
0.25660698115825653,0.4704071
0.33022402226924896,0.58328164
0.20255395025014877,0.3604474
0.2832573503255844,0.48093182
0.3099176734685898,0.5973202
0.28925202786922455,0.58627206
0.3372034430503845,0.53534055
0.323053702712059,0.55063635
0.3313705325126648,0.6137896
0.3468652218580246,0.6588421
0.27002304047346115,0.45653602
0.34349484741687775,0.6658367
0.2892048582434654,0.4775911
0.25244859606027603,0.47069225
0.20636096596717834,0.40875894
0.31572064757347107,0.53204
0.24129514396190643,0.5301961
0.17265915870666504,0.3849021
0.20750410854816437,0.29666257
0.2564125657081604,0.4012174
0.2198471501469612,0.33216947
0.17059344053268433,0.28263977
0.2548864632844925,0.4918125
0.14462723582983017,0.22110322
0.28695864975452423,0.49765334
0.18480612710118294,0.16461813
0.1571752056479454,0.20257069
0.14932693168520927,0.16750246
0.0752529576420784,0.15858597
0.11842837557196617,0.08902957
0.08595644310116768,0.083982214
0.04639747366309166,0.05334739
0.03332994319498539,0.01552637
0.06637889728881419,0.00461034
0.005088644800707698,0.0004321829
0.003480284649413079,0.00012645767
0.007441636407747865,0.0019406822
0.00381029793061316,0.00035993897
0.0006667160050710663,8.826661e-06
0.0005914551038586069,2.7283713e-06
0.0009180377601296641,3.7122805e-07
7.304334576474503e-05,8.688071e-09
4.0249937228509225e-05,3.2029584e-07
0.00013982961263536708,4.888675e-08
7.138500495784683e-05,8.434208e-09
0.00029321369584067725,1.9781123e-06
4.796138625806634e-06,1.4212798e-09
3.7314317751224735e-06,4.9864595e-11
2.223483754093536e-05,1.9153917e-10
1.9728216216208239e-07,8.315697e-12
1.563139448990114e-05,4.2086805e-09
1.259436828604521e-06,4.860377e-11
1.758159260134562e-05,1.580313e-11
2.7057155057796933e-05,4.9222605e-11
4.993990392387904e-06,7.540916e-13
4.921967276749761e-06,1.7383509e-12
1.934613749199343e-06,4.516165e-12
2.735327480352101e-07,9.914361e-16
1.2808383069440321e-09,5.9370628e-18
1.204338795357529e-08,6.883847e-15
1.0019224472301858e-07,1.6163642e-14
5.710040127948623e-07,1.1093202e-13
2.5293877325971437e-08,5.808625e-14
1.2813383027665548e-06,2.9401913e-14
3.4455675645972406e-08,2.8363494e-17
2.1438562383679916e-10,2.4243694e-17
1.2750213769507912e-07,9.544939e-16
2.5704924577762966e-09,4.969206e-16
6.866488715345873e-09,2.4275567e-18
4.548445023400127e-10,9.7046974e-17
3.341063115058773e-08,7.723376e-15
1.6032641186880525e-10,0.0
4.759955274380445e-08,4.694394e-14
4.2457950123753196e-07,5.456858e-15
1.185625305710758e-07,3.553789e-14
7.318157468905184e-10,8.0316465e-17
3.5209097208957485e-09,2.6574668e-18
8.409628375616318e-10,1.1988196e-17
3.877077913490984e-08,0.0
5.743694650505414e-06,1.1522746e-17
5.555158069658894e-11,0.0
1.8138275680685753e-09,0.0
8.147220745269301e-11,0.0
1.2264258011929208e-10,0.0
2.3294471950333073e-10,0.0
5.939438871283009e-11,0.0
4.844825499117356e-09,2.4633126e-16
6.066955618444503e-10,0.0
3.5589976061720097e-12,0.0
1.4091005175187465e-08,9.606334e-18
9.073477518369531e-07,2.7814375e-17
1.844273805938837e-10,0.0
1.4487715194189121e-09,0.0
9.914395832089085e-10,0.0
3.042473432939271e-07,2.336375e-18
1.774203915727579e-09,0.0
3.691469378845581e-11,0.0
7.090531178692572e-10,0.0
8.414524509299266e-10,0.0
7.385843846241524e-11,0.0
6.205633508782663e-09,0.0
6.331320329932411e-09,0.0
5.932368413511229e-12,0.0
7.743161797510445e-12,0.0
1.0895195748199249e-09,0.0
1.4058242032077492e-08,0.0
4.376642823112828e-10,0.0
2.816392717999716e-10,0.0
1.83509025683537e-10,0.0
4.4959564744111516e-11,0.0
2.3275692397767278e-10,0.0
6.663958393351294e-13,0.0
1.3372733866437447e-09,0.0
1.1369019340938348e-07,0.0
2.0342538858107457e-12,0.0
1.8452717043986652e-10,0.0
8.312345502127678e-10,0.0
1.0082528939826525e-11,0.0
5.764454000634458e-10,0.0
4.699377571110164e-10,0.0
1.0470645675503135e-11,0.0
8.601503383387716e-12,0.0
1.3802567487390671e-12,0.0
9.146311885221015e-10,0.0
8.595823194602431e-08,0.0
1.1065754414348039e-08,0.0
1.3803761681416158e-09,0.0
2.6527698901478505e-12,0.0
1.1177826979646781e-12,0.0
6.982412807352248e-12,0.0
9.194915879043308e-13,0.0
7.21739291595358e-13,0.0
1.051967151908216e-08,0.0
5.99767348651904e-07,2.559327e-17
9.975890725739001e-12,0.0
1.201982827506165e-10,0.0
9.333330697712527e-09,0.0
7.346729141385379e-12,0.0
3.271688540812151e-10,0.0
1.961849003433505e-08,0.0
6.956037901175056e-10,0.0
5.2033401921250847e-08,0.0
3.175086216622609e-11,0.0
8.47807671506065e-11,0.0
4.7737333563110246e-14,0.0
2.6218976125876796e-11,0.0
4.61325105042591e-07,0.0
1.7193650045377318e-09,0.0
7.387932547496664e-13,0.0
3.0810003528482233e-13,0.0
3.0063233586591354e-11,0.0
1.604231179321014e-12,0.0
4.6046753182932163e-10,0.0
5.162001049860681e-11,0.0
5.22517006875875e-14,0.0
6.495313838433131e-09,0.0
1.471171220870232e-10,0.0
4.166675337548796e-10,0.0
7.249424710531471e-08,5.3980214e-14
1.0630257116835823e-08,6.91853e-18
1.3324014847099458e-10,0.0
3.2395497281912863e-10,0.0
2.845884620084234e-12,0.0
1.7087083158985605e-13,0.0
1.8423295133413635e-08,1.5108834e-18
4.776499256341736e-11,0.0
9.022209106293136e-12,0.0
1.0570623271420913e-11,0.0
1.5478366364438234e-11,0.0
6.080703072572745e-11,0.0
5.061833464897526e-12,0.0
4.381270045654591e-11,0.0
6.00575895918133e-09,0.0
1.6933241918024033e-11,0.0
3.498880803956463e-10,0.0
1.3760135591719957e-09,0.0
1.1099869734834157e-13,0.0
2.5646531881702572e-12,0.0
3.659919994586682e-08,0.0
1.3662306176795078e-11,0.0
6.742962310906902e-09,0.0
4.415436234704356e-09,0.0
1.1266141556991183e-12,0.0
1.741759096808126e-13,0.0
7.114579887409263e-13,0.0
8.179080749677552e-08,2.9614154e-17
1.5602137005412465e-11,0.0
6.684346261245336e-12,0.0
1.1057704131439691e-10,0.0
2.4598459530258894e-09,0.0
5.878108222488466e-10,0.0
5.420423384092229e-12,0.0
6.294434179944714e-13,0.0
6.66219695445616e-13,0.0
8.486249680191588e-13,0.0
2.7051983347630912e-11,0.0
1.4385963445750485e-11,0.0
6.10726374749177e-11,0.0
1.4494575158174872e-10,0.0
1.8521323911406887e-10,0.0
1.1548071815227083e-11,0.0
1.9906301231342803e-10,0.0
1.2747881211332438e-12,0.0
1.6697677528848542e-11,0.0
1.4599629366567976e-11,0.0
1.1059489096988337e-09,0.0
1.0105633945814476e-08,0.0
2.284411491808774e-12,0.0
7.584861863205953e-13,0.0
4.56974242861737e-12,0.0
2.573747003774527e-09,0.0
4.582675105480028e-13,0.0
9.143674363639371e-11,0.0
2.0403431521614856e-10,0.0
2.3475208129412667e-07,0.0
3.117240015869041e-12,0.0
5.445622980995959e-11,0.0
4.994313694102176e-10,0.0
5.1520284945812816e-11,0.0
3.546385008438213e-11,0.0
3.425707762979343e-13,0.0
1.5976784240208375e-13,0.0
1.115590512167313e-08,0.0
2.9325569929355847e-09,0.0
3.277702597659078e-12,0.0
3.328782824252042e-12,0.0
1.253542783279026e-11,0.0
2.5575829245384285e-13,0.0
6.290203158727391e-10,0.0
1.3612478495424187e-10,0.0
1.9900468517374623e-09,0.0
2.3641366539209737e-11,0.0
6.852107771575763e-13,0.0
4.119655327614059e-11,0.0
1.180143648377414e-09,0.0
1.8040360746468488e-11,0.0
1.5376374320121648e-10,0.0
1.7103687823142007e-08,0.0
7.836385033852848e-09,0.0
1.2658838575288554e-13,0.0
1.483258846895672e-12,0.0
4.0972975089689904e-08,0.0
3.2515705488181735e-11,0.0
1.517601827600009e-12,0.0
2.0289519935961488e-10,0.0
3.014804238730701e-08,0.0
4.63078057692619e-12,0.0
1.0855610844801709e-07,0.0
7.30448760195306e-12,0.0
7.074691738028376e-10,0.0
9.523472294414349e-09,0.0
2.221124097628836e-09,0.0
1.4072464812816014e-07,0.0
3.4730139938299922e-12,0.0
5.620814548745962e-09,0.0
1.2041927059511896e-11,0.0
6.264605725975508e-09,0.0
4.1623498099528126e-13,0.0
1.0220046951263319e-11,0.0
3.4536744605941044e-10,0.0
1.643762976623795e-09,0.0
2.8265311510773002e-08,6.041399e-17
4.1327498674225034e-12,0.0
1.1805946980658968e-12,0.0
1.8366104977127018e-10,0.0
1.9429173710919756e-08,0.0
8.410837787384913e-12,0.0
1.0782332003296837e-07,0.0
5.4181190378201907e-11,0.0
3.2004228913703288e-09,0.0
1.5679657182600734e-11,0.0
3.0601857082507397e-12,0.0
3.6593754127229217e-10,0.0
2.184774978588801e-12,0.0
6.165591671594903e-12,0.0
1.341797964852045e-12,0.0
