fd_score
2665.0603
487.87918
334.34283
280.11115
339.57104
338.11676
302.0342
277.2267
275.25125
279.37915
302.50305
264.51178
272.9586
271.05692
293.9862
253.65529
242.11353
266.87952
232.22906
234.68333
251.79726
226.71802
227.67162
216.95247
222.46904
217.1372
225.3005
194.7013
218.80634
202.40897
210.62082
197.01735
199.2651
203.98883
189.31868
214.52205
193.76442
199.23512
193.94273
194.42159
182.81435
190.94221
202.09532
187.05626
192.45316
199.488
201.20667
191.76955
180.28563
197.07205
185.35892
184.45059
194.59305
188.43915
191.17589
188.3718
204.84616
177.84148
181.09523
189.52867
189.89993
188.47986
186.9966
189.97433
190.27132
200.50732
189.55405
188.7221
