fd_score
16994.35
17014.033
17103.611
17221.307
13901.957
10430.888
7373.373
5195.128
3979.4038
3132.5852
3516.5205
3332.3926
2503.0974
1883.2483
1221.1626
953.2849
825.38586
832.7112
802.5552
717.29376
699.98865
697.93787
683.7726
695.1001
692.8877
756.479
707.64465
745.88525
725.18933
717.6226
734.874
683.3646
645.5883
708.7646
653.92163
665.13324
665.40515
669.2465
611.87756
629.2014
629.24255
659.5375
643.7966
626.8664
641.1952
621.46295
633.0758
636.19226
633.0483
