fd_score
52524.965
43837.465
29723.012
9271.051
2675.5793
1949.3613
1802.5598
1820.0415
1911.4648
1984.3209
1971.975
2010.1056
2056.7402
2081.1343
2009.6802
2095.3555
2025.1808
