fd_score
497.8595
113.12558
80.10237
88.414986
98.62796
68.88707
74.340866
59.969162
48.22429
39.10055
45.176353
44.89961
53.02024
33.45907
49.597195
36.13201
33.509815
30.498972
27.716322
42.46025
56.956963
34.603416
26.490044
28.403694
26.653069
25.038155
41.165504
30.557215
27.716015
27.213833
27.727304
25.435907
29.47184
29.164608
31.049208
32.300453
