fd_score
7148.4023
5886.9727
4643.355
3502.9995
1967.5002
1467.947
1121.4788
989.16486
674.7825
605.8109
572.6586
527.8418
528.7077
603.1487
571.2702
660.70795
733.8667
707.80804
757.01587
771.79333
634.6938
616.1079
