fd_score
58143.355
49765.137
39964.574
29700.75
18782.63
12024.145
7129.2686
5671.2676
5617.7827
5686.02
5529.4604
5751.227
4502.1177
4190.9604
3995.898
3909.7236
4021.7837
3856.4944
3970.8062
3994.0122
4395.2534
4205.2637
3779.19
4021.282
3798.2979
3652.5718
3648.9722
3473.031
3481.9758
3318.5105
3284.9639
3479.1833
3267.8274
3180.681
3248.4736
3341.2944
3339.235
3556.236
3427.4841
3305.7275
3211.7866
3167.5981
3187.6934
3311.0068
3223.6982
3233.679
3234.541
3256.1426
3240.967
3309.7595
3270.8792
3327.2593
