fd_score
293.87054
157.13213
95.769135
73.198814
75.37776
76.74535
73.55895
73.32422
73.909546
66.77714
69.51813
72.28479
65.76584
58.779213
61.799187
52.519268
40.809692
37.767525
39.397015
32.086586
24.656527
23.95775
19.242609
17.553444
18.256908
13.355894
17.294807
15.3564
12.028269
9.885229
8.309429
12.536357
12.4383745
16.216927
11.947657
8.123646
9.823349
10.164959
10.963133
12.941999
12.0851755
9.571821
14.747451
11.232634
12.713604
11.546842
