fd_score
2681.0737
1410.0801
759.66516
570.4709
390.78662
313.13373
324.58118
367.82312
279.0926
334.26895
304.0365
239.42236
230.99435
207.17273
195.52257
194.02
184.77779
174.93376
172.17842
155.922
200.08768
172.09512
177.73904
181.26949
169.21771
167.62636
154.89394
161.558
165.71039
162.21797
165.43472
155.86307
180.62216
166.77505
169.54353
165.48062
167.9234
